,user_id,item_id,weight,datetime
1084,49,15,10.0,1598162402.3582182
1087,52,15,7.0,1478776521.2668135
1089,54,15,10.0,1610267835.4660394
1091,56,15,7.0,1542669763.299989
1092,57,15,10.0,1536348809.5567284
1093,58,15,10.0,1477554685.2193437
1094,59,15,7.0,1519955917.5484645
1095,60,15,8.0,1579060768.7688758
1097,62,15,9.0,1488510115.5920436
1100,65,15,8.0,1576564503.672683
1102,67,15,9.0,1511490872.3758564
1104,0,16,10.0,1611654201.0126154
1106,2,16,10.0,1622170254.2930272
1108,4,16,9.0,1634175902.3474426
1110,6,16,6.0,1497963988.6220438
1111,7,16,9.0,1520388167.5591934
1112,8,16,9.0,1479344244.7604742
1113,9,16,6.0,1505603449.4883528
1114,10,16,8.0,1498627513.511256
1118,14,16,8.0,1536126131.2050767
1119,15,16,7.0,1539325879.8019705
1120,16,16,7.0,1502673601.5322385
1122,18,16,7.0,1526065980.7890909
1123,19,16,5.0,1562445842.244704
1124,20,16,4.0,1500839610.7061987
1125,21,16,7.0,1618549280.6115968
1128,24,16,8.0,1493310084.5615408
1130,26,16,7.0,1628559941.3967502
1131,27,16,7.0,1622216025.5041757
1132,28,16,7.0,1594845708.3707645
1133,29,16,6.0,1586659471.331457
1134,30,16,7.0,1515198632.4998436
1135,31,16,6.0,1551577568.4448419
1136,32,16,5.0,1527422323.268334
1137,33,16,10.0,1598400111.279768
1138,34,16,8.0,1532687476.1817014
1139,35,16,4.0,1576670315.5497696
1140,36,16,6.0,1561195763.529474
1141,37,16,5.0,1566498009.270031
1142,38,16,9.0,1520446021.6308298
1146,42,16,8.0,1485153676.6225538
1148,44,16,8.0,1499431650.277168
1150,46,16,10.0,1507490028.2217972
1151,47,16,6.0,1479675108.794957
1153,49,16,10.0,1501057746.7955499
1158,54,16,10.0,1571124884.3715725
1160,56,16,5.0,1597677133.9640746
1162,58,16,8.0,1585366359.1020977
1163,59,16,8.0,1484837167.0856872
1164,60,16,3.0,1512049744.2555058
1167,63,16,10.0,1565192508.3163784
1169,65,16,7.0,1584445836.5116913
1171,67,16,5.0,1513984296.3325825
1173,0,17,10.0,1581623046.247916
1177,4,17,10.0,1543773101.3099947
1179,6,17,8.0,1604432763.8497338
1181,8,17,9.0,1562600041.6601713
1182,9,17,8.0,1619162278.9966245
1183,10,17,8.0,1517599131.728496
1186,13,17,8.0,1526030707.6987135
1187,14,17,9.0,1509265718.0442429
1188,15,17,8.0,1614445647.6917927
1189,16,17,6.0,1502189431.0872915
1192,19,17,9.0,1537583197.088692
1193,20,17,8.0,1583941591.3939254
1194,21,17,9.0,1591206555.6739836
1199,26,17,10.0,1500686234.5012088
1200,27,17,6.0,1535273351.1009188
1201,28,17,6.0,1563480853.8600895
1202,29,17,10.0,1620681512.256589
1205,32,17,10.0,1511244630.6267078
1207,34,17,7.0,1547994986.2701268
1209,36,17,10.0,1615147602.2968428
1210,37,17,8.0,1556782319.851235
1211,38,17,10.0,1562803651.6330543
1213,40,17,8.0,1568691822.256765
1214,41,17,10.0,1528412522.0048904
1215,42,17,9.0,1479076365.28243
1217,44,17,9.0,1594546172.972393
1219,46,17,10.0,1561850235.191511
1220,47,17,9.0,1528914349.769649
1221,48,17,7.0,1527048837.093492
1222,49,17,9.0,1478500089.2066998
1225,52,17,10.0,1510026744.830952
1227,54,17,10.0,1538774711.5778983
1228,55,17,8.0,1516099217.2665503
1229,56,17,8.0,1503545616.4674878
1230,57,17,6.0,1623006342.8807912
1231,58,17,10.0,1588263881.8925645
1232,59,17,10.0,1608212859.327931
1235,62,17,8.0,1599355576.801539
1238,65,17,9.0,1488229785.4380226
1240,67,17,9.0,1499647335.3079705
1242,0,18,10.0,1609489948.0321534
1248,6,18,9.0,1603947304.8903835
1249,7,18,8.0,1639702301.4236825
1250,8,18,9.0,1604805725.0793598
1251,9,18,7.0,1505920341.5879152
1252,10,18,8.0,1508783331.261161
1256,14,18,10.0,1487764631.8253534
1257,15,18,10.0,1580080538.2637208
1260,18,18,7.0,1603367078.1139545
1261,19,18,8.0,1547762405.2365527
1262,20,18,4.0,1600859279.3599167
1263,21,18,9.0,1625794092.043281
1265,23,18,7.0,1574331013.8417494
1268,26,18,4.0,1593297193.229891
1269,27,18,8.0,1604712884.5303798
1272,30,18,7.0,1500455350.7306917
1273,31,18,5.0,1484576658.7199461
1274,32,18,5.0,1573761840.0746148
1276,34,18,10.0,1489208631.538394
1277,35,18,4.0,1514272442.7071233
1278,36,18,4.0,1627717336.927879
1279,37,18,6.0,1603243626.6922674
1280,38,18,7.0,1535499761.787988
1282,40,18,9.0,1503141752.8521183
1286,44,18,8.0,1519836341.4853766
1287,45,18,9.0,1565589470.519446
1288,46,18,10.0,1556770616.3981948
1293,51,18,7.0,1559630844.5312266
1296,54,18,10.0,1524164264.2369192
1298,56,18,6.0,1551305608.575183
1300,58,18,5.0,1494378292.346179
1301,59,18,10.0,1618550110.8939922
1303,61,18,6.0,1593914340.2750027
1304,62,18,6.0,1549234773.8487506
1311,0,19,6.0,1580735799.1986637
1316,5,19,8.0,1635652834.1218345
1317,6,19,9.0,1636135527.4828124
1319,8,19,7.0,1640721188.9388092
1320,9,19,8.0,1549605123.0597572
1321,10,19,7.0,1550100210.8448803
1326,15,19,8.0,1557862436.7193475
1330,19,19,6.0,1559116096.375083
1331,20,19,4.0,1586657493.0844915
1332,21,19,8.0,1585500586.200306
1337,26,19,9.0,1565155885.9770694
1338,27,19,6.0,1609840969.6579528
1339,28,19,6.0,1553182010.8243017
1343,32,19,8.0,1595570851.41878
1347,36,19,8.0,1579088933.043928
1348,37,19,7.0,1611973866.5370493
1349,38,19,9.0,1478238268.0198123
1351,40,19,5.0,1551043846.1025681
1355,44,19,9.0,1521650996.5704203
1357,46,19,7.0,1595292865.6292458
1362,51,19,7.0,1589988461.5208223
1365,54,19,7.0,1595015981.7021117
1367,56,19,6.0,1503219490.1460521
1369,58,19,8.0,1567597023.2485287
1371,60,19,9.0,1582786483.1432896
1376,65,19,7.0,1590143544.5786524
1380,0,20,8.0,1553378327.6489537
1383,3,20,10.0,1620325547.1581752
1384,4,20,9.0,1523233582.5344093
1385,5,20,8.0,1555582945.6521544
1386,6,20,8.0,1590787668.189373
1387,7,20,8.0,1617592781.8985317
1388,8,20,8.0,1491284092.841936
1389,9,20,6.0,1595566878.2224712
1390,10,20,9.0,1632469787.408988
1394,14,20,7.0,1560368168.9218621
1395,15,20,9.0,1633402298.154067
1396,16,20,7.0,1497696450.9400966
1398,18,20,8.0,1487375834.802439
1399,19,20,9.0,1559225894.085985
1400,20,20,7.0,1619775439.1382194
1401,21,20,7.0,1587481005.9634356
1403,23,20,5.0,1499349541.0675657
1404,24,20,7.0,1570624167.412828
1406,26,20,8.0,1523410869.0156558
1407,27,20,7.0,1600683243.496089
1410,30,20,7.0,1610285235.8751435
1412,32,20,7.0,1566587415.6190875
1416,36,20,9.0,1503424340.5115743
1417,37,20,9.0,1569582856.68044
1418,38,20,8.0,1497779081.9878397
1420,40,20,6.0,1604250501.5985296
1421,41,20,6.0,1567887194.7311785
1422,42,20,8.0,1504568151.753775
1424,44,20,8.0,1483272866.9532392
1425,45,20,10.0,1476315998.5457864
1426,46,20,10.0,1561012785.7644057
1428,48,20,7.0,1574966831.175294
1429,49,20,10.0,1514232862.5668445
1432,52,20,10.0,1549584583.7765436
1433,53,20,10.0,1626040837.4908626
1434,54,20,10.0,1574157711.0418148
1436,56,20,6.0,1609709928.8494456
1438,58,20,10.0,1533356315.9422283
1439,59,20,9.0,1478602204.085831
1440,60,20,5.0,1616130814.2739935
1442,62,20,7.0,1608079040.4659026
1443,63,20,10.0,1593170881.6138039
1449,0,21,10.0,1482547882.1224494
1452,3,21,6.0,1589705105.0680778
1453,4,21,8.0,1629513787.6814706
1454,5,21,7.0,1510165788.946349
1455,6,21,10.0,1626991105.2247717
1457,8,21,7.0,1521513499.2791855
1458,9,21,9.0,1492664732.3734918
1459,10,21,9.0,1606134997.5423598
1463,14,21,6.0,1588395672.012759
1464,15,21,7.0,1542573329.5074408
1465,16,21,6.0,1602877452.170078
1467,18,21,8.0,1507963683.7491486
1468,19,21,7.0,1564373705.3531954
1469,20,21,10.0,1505366989.811745
1470,21,21,6.0,1478332041.0850482
1472,23,21,8.0,1546076462.7572396
1473,24,21,10.0,1548835441.2427926
1474,25,21,10.0,1536131450.3671772
1475,26,21,7.0,1524751524.7270749
1476,27,21,10.0,1545746198.9817767
1477,28,21,9.0,1552811606.2147489
1479,30,21,10.0,1619342708.9484394
1480,31,21,6.0,1477053117.7654974
1481,32,21,6.0,1581125493.3241522
1482,33,21,9.0,1642911764.2389226
1483,34,21,6.0,1561297796.321896
1484,35,21,5.0,1504799038.417809
1485,36,21,5.0,1606179459.0774705
1486,37,21,7.0,1576232790.9397764
1487,38,21,8.0,1565028867.9104369
1488,39,21,9.0,1632411141.7220626
1489,40,21,7.0,1497155311.183321
1490,41,21,10.0,1538302317.3342707
1491,42,21,7.0,1609119844.1049533
1492,43,21,6.0,1492069683.4186244
1493,44,21,6.0,1633662314.3198962
1494,45,21,7.0,1587522794.231155
1495,46,21,8.0,1561457923.1898248
1496,47,21,9.0,1508350849.555096
1497,48,21,8.0,1538205290.7375944
1502,53,21,10.0,1625234403.2547696
1503,54,21,10.0,1633695729.4565086
1504,55,21,5.0,1599356349.7780833
1505,56,21,7.0,1637270326.2236266
1507,58,21,8.0,1517175230.2107794
1508,59,21,9.0,1619221483.6521251
1509,60,21,6.0,1590892087.9753842
1510,61,21,8.0,1484002242.7489269
1511,62,21,7.0,1517476027.5033822
1512,63,21,7.0,1506703616.3212895
1515,66,21,9.0,1620513286.203702
1518,0,22,10.0,1564680390.7666223
1523,5,22,8.0,1513164579.5101333
1524,6,22,7.0,1500317226.1127474
1525,7,22,9.0,1555296456.8889577
1526,8,22,9.0,1537824108.7016423
1527,9,22,5.0,1600099767.6785276
1528,10,22,8.0,1616902380.2048512
1529,11,22,7.0,1490042983.140388
1532,14,22,8.0,1617732635.3558075
1533,15,22,9.0,1532462108.3280327
1534,16,22,8.0,1602573413.0804453
1535,17,22,7.0,1490233874.8005211
1537,19,22,9.0,1628647487.5056953
1538,20,22,5.0,1627378545.1198897
1539,21,22,7.0,1613387592.6189926
1543,25,22,5.0,1480000542.7982526
1544,26,22,10.0,1486521204.6655593
1545,27,22,8.0,1552597282.959976
1546,28,22,9.0,1613603392.7787232
1548,30,22,10.0,1513831534.725606
1550,32,22,7.0,1598669178.2716382
1553,35,22,3.0,1502239619.7752442
1554,36,22,7.0,1602084793.7428734
1555,37,22,10.0,1481452156.816243
1556,38,22,9.0,1506992802.9023948
1557,39,22,9.0,1493901581.0738766
1558,40,22,9.0,1511090016.7193341
1560,42,22,8.0,1484878212.777783
1562,44,22,8.0,1623190089.642002
1564,46,22,10.0,1613973456.456411
1569,51,22,9.0,1575709511.3989632
1572,54,22,10.0,1515909214.4218714
1574,56,22,8.0,1645235196.5850928
1576,58,22,6.0,1509580801.1158013
1577,59,22,10.0,1483257588.4651794
1580,62,22,8.0,1643769126.4907146
1585,67,22,10.0,1542878772.1608918
1587,0,23,10.0,1553517458.07995
1590,3,23,10.0,1532133530.7514334
1591,4,23,4.0,1524225627.5426214
1592,5,23,8.0,1502020583.2389393
1593,6,23,6.0,1526317556.2005193
1594,7,23,6.0,1495990126.6560514
1595,8,23,8.0,1536664411.652115
1596,9,23,5.0,1640067892.910326
1597,10,23,9.0,1646255569.818841
1601,14,23,7.0,1526468583.3440776
1602,15,23,9.0,1558203290.9583335
1603,16,23,8.0,1613853431.490943
1605,18,23,9.0,1544360694.7089727
1606,19,23,10.0,1586625827.1204941
1607,20,23,4.0,1633567596.326256
1608,21,23,9.0,1623762766.8368938
1611,24,23,10.0,1502138898.5805485
1613,26,23,10.0,1639263699.3700275
1614,27,23,4.0,1524900063.0641444
1615,28,23,6.0,1540653126.3136232
1616,29,23,9.0,1587518498.5018325
1619,32,23,10.0,1555751198.8305142
1623,36,23,10.0,1493852771.8722968
1624,37,23,8.0,1507820961.5940619
1625,38,23,8.0,1582449883.4366474
1627,40,23,7.0,1642655164.2443302
1628,41,23,10.0,1549834677.9668407
1629,42,23,7.0,1556739351.0398088
1631,44,23,10.0,1541289731.4867468
1632,45,23,10.0,1516681975.9315257
1633,46,23,10.0,1618135989.164212
1634,47,23,9.0,1575136567.855121
1636,49,23,10.0,1609329763.0752795
1637,50,23,7.0,1573979344.387026
1639,52,23,9.0,1637713602.599279
1640,53,23,10.0,1525628961.687465
1641,54,23,10.0,1502930089.7422564
1643,56,23,6.0,1643575736.6892726
1644,57,23,7.0,1557031484.9374726
1645,58,23,10.0,1543951083.7705505
1646,59,23,8.0,1620346064.399882
1647,60,23,6.0,1526283133.0065897
1649,62,23,8.0,1533127696.6993644
1650,63,23,10.0,1558507136.3756232
1654,67,23,9.0,1506558667.708452
1656,0,24,10.0,1599216298.5066893
1662,6,24,5.0,1634728419.9631507
1664,8,24,5.0,1571341153.2981684
1665,9,24,4.0,1534433616.8877008
1666,10,24,8.0,1502393389.5676105
1671,15,24,7.0,1635393917.9282873
1674,18,24,6.0,1485719869.607617
1675,19,24,4.0,1570748314.6933773
1676,20,24,10.0,1546904123.9751062
1677,21,24,7.0,1577754841.1171958
1680,24,24,7.0,1482231259.7550707
1682,26,24,6.0,1520161917.0381508
1683,27,24,6.0,1567661865.1852777
1684,28,24,6.0,1513173386.774435
1685,29,24,10.0,1479858323.2331102
1686,30,24,10.0,1524712379.2480474
1687,31,24,9.0,1571134710.8397
1688,32,24,8.0,1623284883.2215893
1690,34,24,9.0,1625685494.2107334
1691,35,24,7.0,1545654383.7234547
1692,36,24,7.0,1619458009.2647972
1693,37,24,8.0,1632320985.637855
1694,38,24,7.0,1496776305.8597496
1700,44,24,7.0,1643670505.8187025
1701,45,24,6.0,1637461818.5745432
1702,46,24,7.0,1640919392.7652838
1703,47,24,6.0,1602404167.34073
1710,54,24,10.0,1476467155.563516
1712,56,24,7.0,1498371379.604438
1714,58,24,5.0,1566762756.5912907
1725,0,25,7.0,1613691018.8100932
1731,6,25,8.0,1563767521.4070084
1732,7,25,8.0,1625087963.6655526
1733,8,25,7.0,1568302627.6217256
1734,9,25,5.0,1575806647.59026
1735,10,25,7.0,1547449952.3289056
1739,14,25,6.0,1626879286.3455505
1740,15,25,7.0,1588792918.3214357
1743,18,25,7.0,1644065294.9120643
1744,19,25,10.0,1528053013.0450387
1745,20,25,10.0,1525028978.8806398
1746,21,25,9.0,1526446515.2077477
1748,23,25,8.0,1642883750.7839122
1749,24,25,10.0,1542035704.2322304
1750,25,25,9.0,1645802626.2858124
1751,26,25,10.0,1601869292.3593225
1752,27,25,7.0,1566089601.2658155
1753,28,25,9.0,1547318169.0699644
1754,29,25,7.0,1640520920.847311
1755,30,25,10.0,1535092750.6558776
1756,31,25,6.0,1616239667.2028494
1757,32,25,5.0,1504217282.037775
1759,34,25,6.0,1620684982.5329483
1760,35,25,10.0,1595705678.7402003
1761,36,25,6.0,1539518675.9916759
1762,37,25,7.0,1498311712.727285
1763,38,25,8.0,1641511692.533989
1764,39,25,7.0,1579740689.6943564
1765,40,25,6.0,1532379516.9104667
1766,41,25,10.0,1529458368.245915
1768,43,25,10.0,1615696469.0703416
1769,44,25,8.0,1639582469.8841457
1770,45,25,7.0,1643150793.1352181
1771,46,25,7.0,1571795540.6608744
1772,47,25,8.0,1596446186.3149538
1779,54,25,10.0,1562149557.7470224
1780,55,25,8.0,1600469935.2939024
1781,56,25,5.0,1614897315.4693713
1783,58,25,7.0,1618137440.3429837
1784,59,25,8.0,1633810421.9967499
1785,60,25,8.0,1598039576.448717
1788,63,25,10.0,1610494379.2810874
1794,0,26,7.0,1560425388.5196157
1796,2,26,9.0,1488011568.1042502
1797,3,26,10.0,1497905336.3736703
1799,5,26,4.0,1589913958.2758186
1800,6,26,9.0,1529183449.431868
1802,8,26,8.0,1505603865.8489358
1803,9,26,9.0,1654351209.191101
1804,10,26,7.0,1520138687.5565982
1808,14,26,7.0,1527021014.9901094
1809,15,26,7.0,1529715386.817437
1810,16,26,6.0,1483819939.8249555
1812,18,26,7.0,1508751651.6683946
1813,19,26,5.0,1502244753.2625985
1814,20,26,4.0,1641913369.3401792
1815,21,26,9.0,1592461689.8010688
1820,26,26,6.0,1580815693.459791
1821,27,26,10.0,1496262533.4605222
1822,28,26,9.0,1590742929.9155276
1823,29,26,8.0,1610634682.8457146
1824,30,26,7.0,1612077726.8388784
1825,31,26,5.0,1480266124.7331774
1826,32,26,9.0,1626838794.3294158
1829,35,26,3.0,1614150310.6280773
1830,36,26,6.0,1486478286.773173
1831,37,26,9.0,1564460383.3346326
1832,38,26,9.0,1600011690.635388
1833,39,26,8.0,1517977884.708094
1834,40,26,7.0,1601811781.3658967
1835,41,26,9.0,1582119325.1688673
1837,43,26,9.0,1599212918.2869096
1838,44,26,9.0,1491507988.0086498
1839,45,26,7.0,1511478286.0812306
1840,46,26,8.0,1599762413.086939
1841,47,26,8.0,1491950817.3515928
1846,52,26,10.0,1525817926.6912918
1848,54,26,10.0,1582667495.009884
1850,56,26,6.0,1477584411.8389876
1852,58,26,7.0,1574062551.6220279
1853,59,26,6.0,1611563318.8577957
1854,60,26,6.0,1619524839.2484646
1855,61,26,9.0,1512069716.6393495
1857,63,26,1.0,1622976633.850582
1863,0,27,9.0,1516579037.4057841
1867,4,27,8.0,1478083942.7670658
1868,5,27,8.0,1619967902.1946464
1869,6,27,8.0,1623964320.642196
1871,8,27,7.0,1581969201.3251472
1872,9,27,8.0,1598891025.2237163
1873,10,27,7.0,1490440118.434806
1877,14,27,7.0,1600485298.8756804
1878,15,27,9.0,1526879540.8384569
1882,19,27,7.0,1515902229.6764476
1883,20,27,4.0,1634692008.9710727
1884,21,27,10.0,1573183407.0305789
1886,23,27,7.0,1640384243.9979
1887,24,27,8.0,1531441207.8519206
1889,26,27,10.0,1642045046.7951581
1890,27,27,10.0,1488495530.7665212
1893,30,27,10.0,1571772816.5748312
1895,32,27,8.0,1602922085.843515
1898,35,27,4.0,1599871557.9018698
1899,36,27,10.0,1652010676.914304
1900,37,27,9.0,1592336798.6212435
1901,38,27,7.0,1647806625.0560567
1903,40,27,7.0,1632981953.192521
1904,41,27,10.0,1625508047.0564945
1905,42,27,8.0,1506233967.5591028
1907,44,27,9.0,1476504618.243475
1908,45,27,8.0,1602072847.7595708
1909,46,27,9.0,1479786657.486932
1910,47,27,10.0,1540921533.4139535
1915,52,27,8.0,1602640009.329852
1917,54,27,7.0,1622807812.8091364
1919,56,27,7.0,1566785814.1244
1921,58,27,10.0,1594401301.1303911
1922,59,27,9.0,1509326434.6295967
1923,60,27,8.0,1534433811.8677166
1925,62,27,8.0,1622418972.5818076
1926,63,27,10.0,1613651678.5082378
1928,65,27,7.0,1488166273.9938335
1932,0,28,8.0,1614040100.0232852
1937,5,28,7.0,1574668473.7217386
1938,6,28,5.0,1550069137.1245081
1939,7,28,8.0,1568544639.1304467
1940,8,28,7.0,1493198100.2084188
1941,9,28,6.0,1610759585.4894173
1942,10,28,8.0,1638582768.5395777
1946,14,28,6.0,1480679371.2612665
1947,15,28,6.0,1595286941.812119
1948,16,28,7.0,1593172417.5694926
1949,17,28,7.0,1548642100.0239215
1950,18,28,7.0,1602162106.4883852
1951,19,28,7.0,1513806926.3115165
1952,20,28,10.0,1532503878.6248045
1953,21,28,10.0,1599176349.9767232
1956,24,28,8.0,1630515728.1466238
1958,26,28,5.0,1513627593.899704
1959,27,28,3.0,1529915263.6411881
1964,32,28,8.0,1649305069.1775608
1965,33,28,10.0,1554162377.1804287
1967,35,28,10.0,1608563447.3453693
1968,36,28,4.0,1499145897.867545
1969,37,28,5.0,1597409114.468812
1970,38,28,6.0,1639899632.3337424
1971,39,28,9.0,1608792083.4685411
1972,40,28,5.0,1583513556.6973495
1973,41,28,10.0,1563671383.9304254
1974,42,28,7.0,1637983336.214072
1976,44,28,8.0,1529546561.1789732
1977,45,28,8.0,1605562772.9214578
1979,47,28,9.0,1620390283.251907
1984,52,28,8.0,1476838663.2677834
1986,54,28,7.0,1498814441.9673612
1988,56,28,7.0,1531776920.9120042
1990,58,28,5.0,1534404268.0283685
1993,61,28,8.0,1640338266.3190289
1995,63,28,6.0,1520607784.6516016
1997,65,28,7.0,1529471670.4980989
2001,0,29,9.0,1641534047.3652635
2002,1,29,9.0,1585434671.04733
2004,3,29,8.0,1612586488.4540083
2006,5,29,5.0,1528647736.4136367
2007,6,29,8.0,1609549543.8291423
2009,8,29,8.0,1550003509.9857864
2010,9,29,8.0,1561936672.1074927
2011,10,29,8.0,1594141851.3761187
2012,11,29,1.0,1490882462.7154708
2013,12,29,9.0,1648310244.013674
2015,14,29,7.0,1645646660.494959
2016,15,29,8.0,1637533594.7432363
2017,16,29,8.0,1608751758.4243648
2018,17,29,9.0,1627532928.208648
2020,19,29,5.0,1591948800.7677476
2021,20,29,4.0,1537589389.99564
2022,21,29,7.0,1627546997.4402027
2023,22,29,7.0,1494411149.8102157
2024,23,29,8.0,1630510067.6432018
2025,24,29,8.0,1489016119.6373837
2026,25,29,10.0,1654857552.3044915
2028,27,29,9.0,1532643631.0691478
2029,28,29,9.0,1555376178.3868608
2030,29,29,8.0,1554134825.938215
2031,30,29,6.0,1620865085.9078474
2033,32,29,8.0,1606938345.6205444
2035,34,29,5.0,1538785265.935116
2036,35,29,10.0,1512645427.3925831
2037,36,29,9.0,1631486553.6384726
2038,37,29,8.0,1627051517.362568
2039,38,29,10.0,1520749860.2459657
2040,39,29,8.0,1515667361.5382953
2041,40,29,7.0,1485612276.3787048
2045,44,29,8.0,1486872844.9247525
2046,45,29,8.0,1507283842.8038523
2047,46,29,9.0,1504277335.9933286
2048,47,29,9.0,1621784802.6966352
2049,48,29,6.0,1642617179.0465064
2050,49,29,10.0,1534100208.6524374
2052,51,29,10.0,1504797546.9714994
2055,54,29,10.0,1484356812.072391
2056,55,29,9.0,1516524818.4035985
2057,56,29,8.0,1565576462.1502259
2058,57,29,9.0,1494782036.489863
2059,58,29,5.0,1542841393.8496497
2060,59,29,7.0,1603043072.5256484
2061,60,29,6.0,1475632202.22075
2062,61,29,7.0,1576676358.7629638
2064,63,29,8.0,1493365693.3236039
2066,65,29,8.0,1614712670.0738387
2070,0,30,8.0,1535727257.2896507
2075,5,30,7.0,1582440749.0383291
2076,6,30,5.0,1540557120.0573468
2077,7,30,9.0,1548263041.2228718
2078,8,30,7.0,1551434831.4943163
2079,9,30,5.0,1643347582.631633
2080,10,30,7.0,1565772228.2829614
2082,12,30,8.0,1500445174.8326626
2084,14,30,7.0,1638125073.3481994
2085,15,30,7.0,1648900649.6770592
2087,17,30,7.0,1530775494.9508884
2088,18,30,8.0,1526578129.3284588
2089,19,30,8.0,1570697802.1420045
2090,20,30,8.0,1533488820.615745
2091,21,30,9.0,1583219629.2731557
2093,23,30,10.0,1623460744.0527768
2094,24,30,8.0,1568292967.6041582
2095,25,30,10.0,1592669601.1928496
2096,26,30,10.0,1598059712.5403843
2097,27,30,8.0,1543254042.7510917
2098,28,30,9.0,1614712976.8248003
2099,29,30,6.0,1622236220.3833025
2100,30,30,8.0,1513607286.476732
2101,31,30,7.0,1576475357.2143815
2102,32,30,7.0,1631616254.731606
2104,34,30,5.0,1648349378.3901618
2105,35,30,10.0,1557379647.6955721
2106,36,30,5.0,1592042120.7303004
2107,37,30,9.0,1632873402.7751577
2108,38,30,10.0,1625900653.9080822
2109,39,30,10.0,1651591999.8008008
2110,40,30,6.0,1496676020.2934427
2111,41,30,9.0,1535779181.3200104
2112,42,30,7.0,1597616034.5798264
2114,44,30,7.0,1616406258.64925
2115,45,30,8.0,1509896540.4428685
2116,46,30,8.0,1586879514.81657
2117,47,30,7.0,1568535589.0285156
2119,49,30,10.0,1505956976.938739
2122,52,30,8.0,1573040087.0654488
2124,54,30,10.0,1655989483.6566045
2125,55,30,8.0,1571798415.5817697
2126,56,30,8.0,1645897825.62753
2128,58,30,7.0,1565331797.3315058
2129,59,30,7.0,1595763490.9362369
2130,60,30,7.0,1565441439.0151443
2131,61,30,7.0,1537011118.237857
2132,62,30,7.0,1564780441.8452048
2133,63,30,10.0,1618785220.2055185
2134,64,30,7.0,1544357163.1239967
2136,66,30,7.0,1499689235.743214
2139,0,31,10.0,1601923550.8854966
2141,2,31,6.0,1619526153.8867514
2142,3,31,8.0,1584573406.0694609
2144,5,31,8.0,1543580882.6431587
2145,6,31,8.0,1510118124.0098748
2147,8,31,8.0,1557426010.4429228
2148,9,31,5.0,1652611326.5347877
2149,10,31,8.0,1486189111.3704574
2154,15,31,8.0,1576938217.0744243
2158,19,31,9.0,1536743225.4533813
2159,20,31,4.0,1516441548.543493
2160,21,31,8.0,1513530220.061535
2161,22,31,5.0,1566905584.0740519
2165,26,31,5.0,1483371926.256798
2166,27,31,8.0,1493006410.9847648
2167,28,31,8.0,1511584602.3893132
2170,31,31,9.0,1649361580.0962768
2171,32,31,4.0,1531593245.1216712
2173,34,31,6.0,1596511648.2353196
2174,35,31,5.0,1532264087.663985
2175,36,31,6.0,1479268290.824955
2176,37,31,6.0,1609413895.8536088
2177,38,31,8.0,1582990854.6049933
2178,39,31,7.0,1607427659.267753
2180,41,31,6.0,1487388935.5442262
2183,44,31,8.0,1609625885.4299164
2185,46,31,10.0,1605959622.1968906
2186,47,31,9.0,1617446944.90548
2191,52,31,7.0,1578498324.2582898
2193,54,31,10.0,1478404975.9620957
2194,55,31,9.0,1523749370.8563142
2195,56,31,7.0,1595953526.9347959
2197,58,31,8.0,1597575858.7197986
2198,59,31,9.0,1564011222.6699433
2208,0,32,7.0,1596263319.3546317
2210,2,32,8.0,1497997603.0799553
2211,3,32,10.0,1616008342.534443
2212,4,32,10.0,1596659405.7272315
2213,5,32,8.0,1573859327.3942108
2214,6,32,7.0,1542752731.427148
2215,7,32,7.0,1652013970.5018666
2216,8,32,7.0,1513526223.770734
2217,9,32,6.0,1644180129.9012504
2218,10,32,8.0,1587296953.7030542
2219,11,32,7.0,1482224942.2315664
2220,12,32,9.0,1529545368.0368013
2222,14,32,7.0,1564303934.3419428
2223,15,32,7.0,1520029340.0699062
2224,16,32,6.0,1599261026.0237958
2226,18,32,7.0,1651754652.6595712
2227,19,32,6.0,1656460826.792635
2228,20,32,7.0,1503789382.0216155
2229,21,32,6.0,1491381823.0125337
2230,22,32,7.0,1475271802.8785307
2231,23,32,6.0,1506448631.0632162
2232,24,32,10.0,1612715583.727808
2233,25,32,5.0,1607417216.6879005
2234,26,32,9.0,1480711225.5660086
2235,27,32,10.0,1526613744.3727655
2236,28,32,8.0,1480222516.093204
2237,29,32,6.0,1546386823.6089034
2238,30,32,2.0,1614040586.3128276
2239,31,32,3.0,1582507675.3132758
2240,32,32,8.0,1571297940.1800005
2241,33,32,8.0,1521279775.1960695
2242,34,32,2.0,1529229481.8202229
2243,35,32,4.0,1635849282.5826888
2244,36,32,6.0,1521015426.357298
2245,37,32,10.0,1634325625.9553318
2246,38,32,9.0,1572842765.117086
2247,39,32,7.0,1651742019.9939742
2249,41,32,8.0,1507286728.5827825
2250,42,32,7.0,1522491357.4044085
2251,43,32,8.0,1536355746.851728
2252,44,32,7.0,1509470621.6585867
2253,45,32,6.0,1603679974.4658763
2254,46,32,7.0,1593490892.0159192
2255,47,32,8.0,1556587027.1050057
2256,48,32,8.0,1535466692.9398818
2257,49,32,8.0,1563309428.469049
2259,51,32,7.0,1514201189.7958455
2260,52,32,8.0,1493328486.4208875
2261,53,32,8.0,1598199407.8062968
2262,54,32,10.0,1584388961.129457
2263,55,32,8.0,1545177745.0712826
2264,56,32,5.0,1595218956.7808821
2265,57,32,7.0,1515114675.6700613
2266,58,32,8.0,1566178216.9358666
